342	100
12999147	12999557	2	1	1	2
13029206	13029206	0	0	0	2
13099627	13100153	2	0	0	2
13106455	13106455	0	0	0	1
13187917	13188353	1	2	0	1
13221535	13221960	2	0	0	2
13292639	13292639	0	0	1	1
13637328	13637475	2	0	0	2
13689540	13689540	0	0	0	1
13707473	13707710	2	4	1	2
13727641	13727720	2	0	1	2
13770213	13770351	1	0	0	1
13804650	13805058	1	0	0	1
13805153	13805559	1	0	1	1
13850134	13850233	1	0	1	1
13913628	13914152	1	0	0	1
13936794	13936898	1	0	0	1
13976932	13977083	2	0	2	2
14009483	14009876	2	0	2	2
14036444	14036944	1	0	1	1
14038134	14038554	1	0	0	1
14043749	14044499	1	1	0	1
14070915	14070915	0	0	0	2
14090493	14090493	0	0	0	1
14124406	14124507	2	0	0	2
14214046	14214188	2	0	0	2
14255065	14255197	1	0	0	1
14285655	14286057	1	0	1	1
14309681	14309766	2	3	0	2
14360873	14360968	2	0	0	2
14426517	14426881	1	0	0	1
14440451	14440451	0	0	0	2
14465181	14465314	1	2	0	1
14477501	14477501	0	0	0	1
14486439	14486439	0	0	0	2
14514875	14514973	1	0	0	1
14542764	14542839	1	0	2	1
14574538	14574685	1	0	0	1
